,document_id,question,answer,difficulty
6743,/indian_states/Punjab.txt,Did east Punjab become part of India in 1947?,Yes,M
6091,/indian_states/Kerala.txt,Is Kerala known as The Grain Bowl of Kerala?,No,M
652,/indian_states/Karnataka.txt,How many members to the Lok Sabha do the people of Karnataka elect?,28,E
5890,/chinese_dynasties/Han_dynasty.txt,Was Wang Mang successful in outlawing slavery?,No,H
5120,/languages/Mandarin_language.txt,What is the official language of Taiwan?,Standar Mandarin,E
2902,/pokemon_characters/psyduck_pokemon.txt,What type is Psyduck?,Water.,E
2039,/chinese_dynasties/Tang_dynasty.txt,Did Chang'an have low population?,No,M
1074,/indian_states/Meghalaya.txt,What has become a major issue due to poor border control?,Illegal immigration,H
3702,/chinese_dynasties/Sui_dynasty.txt,Did Emperor Yang of Sui furthrt extended the empire by gaining support from the nomads?,No.,E
5802,/constellations/pisces_constellation.txt,Who regarded the constellation Pisces as being composed of four subdivisions?,Johannes Hevelius,E
1452,/indian_states/Gujarat.txt,Does Gujarat have the shortest sea in India?,no,M
4173,/chinese_dynasties/Jin_dynasty_(266–420).txt,What was Cao Huan's title after being forced to abdicate?,the Prince of Chenliu,H
2212,/pokemon_characters/pikachu_pokemon.txt,Who voiced detective Pikachu in the 2019 film Pokémon Detective Pikachu?,Ryan Reynolds and Ōtani,E
6041,/indian_states/Maharashtra.txt,What borders the third-largest state by area in India to the west?,the Arabian Sea,H
6022,/indian_states/Rajasthan.txt,Who are three Rana's of Mewar that led resistance to outside rule?,"Rana Hammir Singh, Randa Kumbha and Rana Sanga",H
2119,/pokemon_characters/mewtwo_pokemon.txt,Which character was the focus of a promotion and downloadable content giveaway for Pokémon Black and White?,Mewtwo,H
4753,/constellations/leo_constellation.txt,Is Regulus farther than 70 light-years from Earth?,Yes,H
898,/languages/Mandarin_language.txt,Is Mandarin an official language in Singapore?,Yes,M
4069,/indian_states/West_Bengal.txt,Did West Bengal have one of the top three largest economies in India in 2020-21?,No,M
1670,/indian_states/Maharashtra.txt,"Do Mumbai city, Ajanta, Ellora and the Nature reserves in the state attract tourists to Maharashtra?",yes,H
5750,/pokemon_characters/charizard_pokemon.txt,Is the most notable Chrizard in the anime the one Ash Ketchum has had ? ,Yes,M
3736,/chinese_dynasties/Chen_dynasty.txt,Were the Eastern and Western replaced by the Northern Zhou and Northern Qi after the start of the Chen dynasty?,Yes.,M
351,/languages/French_language.txt,How many countries use French as an official language?,29,E
1433,/indian_states/Gujarat.txt,Is Gujarat located in the North of India?,no,M
5674,/indian_states/Uttar_Pradesh.txt,What state has the largest number of seats in Lok Sabha?,Uttar Pradesh.,H
5238,/indian_states/Maharashtra.txt,How many states border Maharashtra?,6,M
4427,/languages/Urdu_language.txt,"According to 2018 estimates by Ethnologue, what is the 10th-most widely spoken language in the world?",Urdu,E
640,/pokemon_characters/eevee_pokemon.txt,Which pokemon is called the Evolution Pokémon?,Eevee,E
1188,/chinese_dynasties/Zhou_dynasty.txt,Is Qi the child of Jiang Yuan and Emperor Ku?,Yes,M
5270,/indian_states/Punjab.txt,"According to Strabo, how many cities did King Porus's territory contain? ",300,H
1836,/constellations/libra_constellation.txt,What constellation is visible to observers south of latitude 60°N?,Libra,M
2727,/languages/Hindi_language.txt,What led to the passage of the Official Languages Act of 1963,The widespread resistance,H
4120,/chinese_dynasties/Shang_dynasty.txt,What is the Shang dynasty also known as?,The Yin dynasty,E
4345,/constellations/libra_constellation.txt,Does Gliese 581g have the ability to support life?,Yes,H
81,/languages/Spanish_language.txt,Why can Spanish and Portuguese speakers communicate in written form?,"Because they are closely related, and most of its difficulties have to do with phonology",H
1615,/pokemon_characters/bulbasaur_pokemon.txt,How does Bulbasaur appear in Super Smash Bros. Melee and Brawl?,obtainable trophy,E
6378,/constellations/pisces_constellation.txt,Due to what type of pollution is Pisces is essentially invisible in or near any major city?,Light,H
6533,/indian_states/Punjab.txt,"Are wheat, rice, and cotton crops grown in the Punjabi region?",Yes,M
903,/languages/English_language.txt,What is the most spoken language?,English,M
1392,/indian_states/Andhra_Pradesh.txt,"Is the ""rice-bowl of India"" among the five largest Indian states?",No,H
1729,/chinese_dynasties/Sui_dynasty.txt,What kind of policy did the Sui court pursue?,pro-Taoist,E
2563,/languages/Hindi_language.txt,Do Ardhatatsam words belong to one of the five principal categories of Hindi words?,Yes,M
2017,/chinese_dynasties/Sui_dynasty.txt,Is Qin dynasty a later dynasty than the Sui dynasty?,No,M
1117,/languages/Arabic_language.txt,What is the language root of Arabic?,Semitic language ,M
5006,/languages/Russian_language.txt,Is Russian in the East Slavic branch?,Yes.,M
3870,/chinese_dynasties/Tang_dynasty.txt,What movement brought new prose style and broke the poetry tradition of the piantiwen? ,The Classical Prose Movement,H
5019,/chinese_dynasties/Shang_dynasty.txt,Who assembled Records of the Grand Historian?,Sima Qian.,M
3967,/pokemon_characters/squirtle_pokemon.txt,Did Professor Oak give Green a Squirtle as a gift? ,No ,M
2733,/languages/Hindi_language.txt,How many Indian states see Hindi as the official language?,10,M
5652,/pokemon_characters/charmander_pokemon.txt,What reception has Charmander received?,Positive Reception.,E
293,/languages/Mandarin_language.txt,Does Mainland China and Taiwan have the same written forms of Standard Chinese?,No,H
2881,/chinese_dynasties/Tang_dynasty.txt,How did Arabs clean themselves in the toilet?,Washing with water,H
2550,/constellations/cancer_constellation.txt,Is the main component of Altarf an orange giant?,Yes,M
5390,/indian_states/Madhya_Pradesh.txt,Was the central provinces formed by the British after the Third Anglo-Maratha War?,Yes,H
3499,/indian_states/Rajasthan.txt,Did Rana Udai Singh II accept alliance with Mughals?,No,H
4513,/pokemon_characters/bulbasaur_pokemon.txt,What does Bulbasaur evolve into?,Ivysaur,E
284,/chinese_dynasties/Northern_Wei.txt,Who created the Song dynasty?,Emperor Wu,H
2417,/languages/Urdu_language.txt,"In colonial Indian Islamic schools, what languages were taught to the Muslims?",Persian and Arabic,E
5152,/languages/Mandarin_language.txt,Are there more groups of recognized dialect in central China than ones on the southeast coast?,Yes,M
982,/constellations/leo_constellation.txt,What is the meaning of Leo in Latin?,Lion,M
2038,/chinese_dynasties/Tang_dynasty.txt,Did the Sui Dynasty have empress regnant?,No,M
6175,/pokemon_characters/mewtwo_pokemon.txt,What gender is Mewtwo's voice?,Male.,M
1731,/pokemon_characters/eevee_pokemon.txt,"Where can you get an Eevee in Pokemon Red, Blue, and Yellow?",Pokemon Mansion in Celadon City,M
6561,/indian_states/Gujarat.txt,"Is it illegal to sell alcohol in Punjab, India?",No,H
105,/constellations/leo_constellation.txt,Is Beta Leonis in the middle of the Leo constellation?,No,M
6455,/languages/Urdu_language.txt,Did the British East India Company have control over northern India at some point?,Yes.,H
5983,/languages/Mandarin_language.txt,Did all final stops in Middle Chinese disappear in Mandarin?,No,H
3280,/languages/Indonesian_language.txt,When was Timor Leste under Indonesian rule?,1976 to 1999,H
5060,/constellations/gemini_constellation.txt,Do Orionids have a higher velocity than Epsilon Geminid meteors?,No.,M
4822,/pokemon_characters/psyduck_pokemon.txt,In where does Psyduck's appearances became a running gag?,the anime series,E
4478,/languages/Portuguese_language.txt,Are the vast majority of people in São Tomé and Príncipe Lusophones?,Yes,H
3685,/indian_states/Punjab.txt,Who did the Punjabi region ally with and provide resources to during World War I?,the British,H
2781,/pokemon_characters/mewtwo_pokemon.txt,Who created Mewtwo?,Ken Sugimori,H
6042,/indian_states/Maharashtra.txt,What percent of India's population is made up of the population of the second most populous state in India according to the results of the 2011 national census?,9.28 per cent,H
4938,/constellations/gemini_constellation.txt,What constellation lies to the west of Cancer?,Gemini.,M
3423,/chinese_dynasties/Liang_dynasty.txt,Did Liang princes try to eliminate Hou?,No,M
254,/chinese_dynasties/Shang_dynasty.txt,How many times had the capital of Shang been moved before settled in Yin,4,M
3932,/constellations/gemini_constellation.txt,Did Castor and Pollux protect people navigating the seas?,Yes,M
2345,/pokemon_characters/pikachu_pokemon.txt,What players are called in Pokémon series?,trainers,M
2671,/indian_states/Punjab.txt,What is the major economic feature of the Punjab?,agriculture,E
7053,/constellations/scorpius_constellation.txt,Are stars formed in the Bug Nebula?,Yes,M
4059,/pokemon_characters/mewtwo_pokemon.txt,When did Nintendo publish Sound Picture Box Mewtwo?,September 1999,E
3913,/languages/Indonesian_language.txt,How many vowels are there in Indonesian? ,Six,E
2629,/chinese_dynasties/Jin_dynasty_(266–420).txt,"The Jin dynasty conquered Eastern Wu in 280 and united China proper, ending what period?",the Three Kingdoms period,E
3644,/chinese_dynasties/Shang_dynasty.txt,Did the Shang practice human sacrifice?,Yes,E
5365,/indian_states/Madhya_Pradesh.txt,Do the small Gond kingdoms originate from Gondwana?,Yes,M
2392,/pokemon_characters/jigglypuff_pokemon.txt,Is Jigglypuff the Japanese original name?,No,H
2101,/pokemon_characters/mewtwo_pokemon.txt,How do players first learn of Mewtwo?,The player first learns of Mewtwo late in Pokémon Red and Blue by reading research documents left in a ruined laboratory on Cinnabar Island.,E
1906,/chinese_dynasties/Chen_dynasty.txt,Who was a visionary leader whose conquests helped revived the economy and culture of South China?,Chen Baxian ,E
5865,/constellations/pisces_constellation.txt,What is the redshift of M74?,0.0022,M
5979,/languages/German_language.txt,"The Nibelungenlied, whose author remains unknown, can be traced back to which epoch?",the Middle Ages,H
1421,/indian_states/Kerala.txt,Is Ophir a port or region mentioned in the Bible?,yes,E
1757,/languages/Arabic_language.txt,Does Arabic have an alphabet?,Yes,M
3563,/constellations/gemini_constellation.txt,How far away is κ Gem?,143 light-years,H
4871,/chinese_dynasties/Xia_dynasty.txt,Is the last king said to be nice?,No,M
3135,/indian_states/Rajasthan.txt,The West Banas River separates Mount Abu from what mountain range?,the Aravalli Range,H
6569,/indian_states/Gujarat.txt,Is there evidence of trade between Gujarat and Egypt going back 3000 years?,Yes,H
5473,/pokemon_characters/bulbasaur_pokemon.txt,What wiki is named after Bulbasaur?,Bulbapedia,E
1505,/languages/Hindi_language.txt,Is standard Hindi mutually intelligible with standard Urdu?,Yes.,E
5828,/languages/Portuguese_language.txt,What was the first dictionary of Japanese in a European language?,Nippo Jisho,E
6534,/indian_states/Punjab.txt,Are vegetables grown in the Punjabi region?,Yes,M
5820,/chinese_dynasties/Han_dynasty.txt,When did Han forces expel the Xiongnu from a vast territory spanning the Hexi Corridor to Lop Nur?,121 BC,E
2874,/languages/French_language.txt,What are the four most spoken languages in the United States?,"English, Spanish, Chinese and French",H
1217,/pokemon_characters/magikarp_pokemon.txt,When was Pokémon: Magikarp Jump announced?,February 2017,M
5544,/chinese_dynasties/Liu_Song_dynasty.txt,Was Emperor Wu vicious?,No,M
861,/chinese_dynasties/Liu_Song_dynasty.txt,Who did Emperor Wen model his command after?,Emporer Guagwe of Han,M
5222,/pokemon_characters/mewtwo_pokemon.txt,Who designed Mewtwo?,Ken Sugimori,E
2401,/pokemon_characters/snorlax_pokemon.txt,How many teeth does Snorlax have?,Two,E
2233,/languages/Indonesian_language.txt,Was the foreign language that made the highest contribution to Indonesian vocabulary? ,Yes,M
6989,/indian_states/Uttar_Pradesh.txt,Is Uttar Pradesh the most populous state in India?,Yes,E
1568,/pokemon_characters/eevee_pokemon.txt,Why is Eevee able to evolve into different forms?,It is said to have an irregularly shaped genetic structure.,M
1467,/indian_states/Rajasthan.txt,Is Rajasthan is divided into 10 districts within seven divisions?,no,M
1558,/constellations/gemini_constellation.txt,What does gemini mean in Latin?,Twins,M
723,/indian_states/Madhya_Pradesh.txt,Madhya Pradesh has the largest reserves of diamond and what in India?,Copper,E
1725,/chinese_dynasties/Han_dynasty.txt,What was the Han-era family like?,Patrilineal and typically had four to five nuclear family members living in one household,E
1045,/indian_states/Gujarat.txt,How many original subahs were established by Mughal Emperor Akbar?,12,M
1436,/indian_states/Gujarat.txt,How many states prohibit alcohol in India?,four states,M
1650,/languages/Arabic_language.txt,Does Modern Standard Arabic have more pure vowels than most modern dialects?,no,M
2530,/chinese_dynasties/Northern_Wei.txt,Was Helian Ding Helian Chang's brother?,Yes,M
3143,/pokemon_characters/magikarp_pokemon.txt,How many moves can Magikarp learn by level in the first generation of Pokémon games?,2,E
2484,/constellations/gemini_constellation.txt,Which meteor shower peaks in October and is difficult to detect visually?,Epsilon Geminids,H
1156,/pokemon_characters/mewtwo_pokemon.txt,What is the only Pokémon that was born?,Mewtwo,E
4755,/chinese_dynasties/Liang_dynasty.txt,What year did Hou Jing start a rebellion?,548,E
6374,/constellations/pisces_constellation.txt,What are the Roman counterparts for Aphrodite and Eros?,Venus and Cupid,H
817,/chinese_dynasties/Shang_dynasty.txt,Who founded the Shang Dynasty?,Tang of Shang,E
274,/chinese_dynasties/Liang_dynasty.txt,Who dismissed the armies in the name of Emperor Wu?,Hou Jing,H
6131,/chinese_dynasties/Shang_dynasty.txt,Who described the Shang dynasty's founding myth?,Sima Qian,E
4266,/chinese_dynasties/Xin_dynasty.txt,Did Wang’s regime suffer from floods?,Yes,M
6127,/chinese_dynasties/Shang_dynasty.txt,What happened to the Shang rulers after their dynasty collapsed?,"They changed their names but retained their aristocratic standing, and continued to provide adminstrative help to the Zhou dynasty.",H
6590,/indian_states/Gujarat.txt,Did Jehangir have more than 5 grandchildren?,Yes,H
6917,/indian_states/Uttar_Pradesh.txt,What sport did Nitin Kumar play?,Field Hockey,H
4349,/constellations/virgo_constellation.txt,How long does the Sun take to pass through the constellation Virgo?,44 days,M
6931,/indian_states/Rajasthan.txt,Is the economy of Rajasthan the largest state economy in India?,No,M
722,/indian_states/Madhya_Pradesh.txt,What did Madhya Pradesh rank among Indian states in human development index?,23,E
6531,/indian_states/Punjab.txt,Did Sikhism convert significant Muslims and Hindus in the Punjab region? ,Yes,H
3475,/pokemon_characters/mewtwo_pokemon.txt,When was Mewtwo's Watching You! Published?,1-May,H
6427,/indian_states/Gujarat.txt,Did Pushyagupta rule modern-day Junagadh?,No.,H
496,/chinese_dynasties/Chen_dynasty.txt,What caused discontent from soldiers and officials,Raised taxes,H
6163,/languages/French_language.txt,What is French's primary anscestor?,Vulgar Latin.,M
3990,/languages/Indonesian_language.txt,Who was responsible for writing the essays that introduced Indonesian to English speakers?,Renward Brandstetter,H
4810,/chinese_dynasties/Tang_dynasty.txt,Who wrote the first classic work about Tang?,Liu Xu,M
2209,/pokemon_characters/pikachu_pokemon.txt,Who is Pikachu voiced by? ,Ikue Ōtani,E
1551,/indian_states/Maharashtra.txt,Was Vinda Karandikar a poet?,Yes.,M
1450,/indian_states/Gujarat.txt,Is pop a Gujarati folk music?,no,M
559,/indian_states/Uttar_Pradesh.txt,"When is the name ""Uttar Pradesh"" formally used?",24 January 1950,M
4599,/indian_states/West_Bengal.txt,"Is the ""Chicken's Neck"" of India located in West Bengal?",Yes,H
2965,/pokemon_characters/squirtle_pokemon.txt,Was Squirtle's name changed from Squirtle to Zenigame during English localization?,No.,M
5105,/indian_states/Andhra_Pradesh.txt,How many districts does Andhra Pradesh have?,26,E
2642,/chinese_dynasties/Zhou_dynasty.txt,What was the longest dynastic regime in Chinese history?,the Zhou dynasty,E
2048,/chinese_dynasties/Tang_dynasty.txt,Did Wu Zetian have more than one child?,Yes,H
1413,/indian_states/West_Bengal.txt,Is West Bengal is religiously diverse?,yes,E
892,/indian_states/Tamil_Nadu.txt,What country shares a maritime border with Tamil Nadu?,Sri Lanka,M
1739,/languages/French_language.txt,What dialect thrived in both Old French and Middle French?,Francien,M
7086,/pokemon_characters/psyduck_pokemon.txt,What color is Psyduck's hair?,black,M
6443,/pokemon_characters/snorlax_pokemon.txt,Who voices snorlax in the Japanese versions of the Pokémon anime and the Super Smash Bros.,Katsuyuki Konishi.,E
5031,/chinese_dynasties/Xin_dynasty.txt,What is the capital of the Xin regime?,Chang'an.,E
3525,/pokemon_characters/squirtle_pokemon.txt,Squirtle was featured in cards from which fast food chain?,Burger King,E
1316,/languages/Spanish_language.txt,How many letters are in the Spanish alphabet?,27,E
3460,/chinese_dynasties/Liu_Song_dynasty.txt,Who ended the rule of Jin?,Liu Yu,M
1108,/chinese_dynasties/Han_dynasty.txt,Which dynasty was known to have many conflicts with the Han dynasty?,Xiongnu,E
4402,/languages/Spanish_language.txt,What is the official language of Spain?,Spanish,E
233,/chinese_dynasties/Liang_dynasty.txt,Why Jianwen abdicated to his gradnephew Xiao Dong?,He was forced by Hou,M
5015,/chinese_dynasties/Shang_dynasty.txt,Who ruled the Shang after the Shang were defeated?,Wu Geng.,M
5454,/languages/Mandarin_language.txt,Is Mandarin considered a prime example of an analytic language?,Yes,H
2218,/languages/Portuguese_language.txt,What is the estimated combined population of the entire Lusophone area? ,300 million ,E
3359,/languages/Indonesian_language.txt,Is there debate over the number of vowel sounds in Indonesian?,Yes,H
2320,/pokemon_characters/charmander_pokemon.txt,"Who is Charmander rescued by after left by its owner, Damian?",Ash and Brock,E
1253,/languages/English_language.txt,What is the largest language by number of speakers?,english,E
686,/chinese_dynasties/Sui_dynasty.txt,Did the second reign of the Sui dynasty promote Northern Louguan school of Taoism?,No,M
2183,/languages/Urdu_language.txt,"What was the occupation of the person who noted that the English liked to use the name ""Moors"" for Urdu?",soldier,M
4246,/chinese_dynasties/Han_dynasty.txt,Is the White Horse Temple China’s second known Buddhist temple?,No,M
7068,/chinese_dynasties/Sui_dynasty.txt,Did the Sui court support Taoism?,Yes,M
6895,/pokemon_characters/charizard_pokemon.txt,"According to Game Informer, which pokemon is ""the one you recognise""?",Pikachu,H
4127,/pokemon_characters/magikarp_pokemon.txt,What bodies of water can Magikarp be found in?,"Lakes, rivers, and ponds",E
460,/languages/Russian_language.txt,What was the first major period for the Russian language?,Kievan period and feudal breakup,M
5810,/pokemon_characters/pikachu_pokemon.txt,Who voiced detective Pikachu in Pokemon Detective Pikachu?,Ryan Reynolds and ?tani,E
835,/indian_states/Maharashtra.txt,What body of water does Maharashta have a coastline on?,The Arabian Sea,H
3262,/chinese_dynasties/Liang_dynasty.txt,Who replaced Emperor Jianwen on the throne?,Xiao Dong,M
6606,/pokemon_characters/squirtle_pokemon.txt,Is Blastoise the next evolution of Squirtle?,No,M
3908,/languages/Spanish_language.txt,In how many countries is Spanish the primary language?,20,E
2185,/languages/Urdu_language.txt,Which language did Gopi Chand Narang write poetry in?,Urdu,M
2925,/pokemon_characters/eevee_pokemon.txt,Who owns a special Eevee that is incapable of evolving in the Pokemon anime?,Chloe Cerise.,E
202,/chinese_dynasties/Liang_dynasty.txt,Liang was an imperial dynasty of which country?,China,E
3080,/pokemon_characters/pikachu_pokemon.txt,Was color important to Pikachu's popularity?,Yes,H
4912,/constellations/scorpius_constellation.txt,Is Scorpius located in the Southern celestial hemisphere?,Yes.,E
3346,/chinese_dynasties/Shang_dynasty.txt,Did Central Asia have chariots before 1200 BC?,Yes,H
601,/indian_states/Punjab.txt,What has been the major economic feature of Punjab?,Agriculture,E
5841,/languages/Spanish_language.txt,Who said that language is the instrument of empire?,Nebrija,M
241,/chinese_dynasties/Jin_dynasty_(266–420).txt,How many divisions are there in the history of dynasty?,2,M
4882,/chinese_dynasties/Shang_dynasty.txt,At least how many dates for the end of the dynasty have been proposed?,44,E
3303,/indian_states/Punjab.txt,What percentage of Punjab's workforce are farmers?,39%,E
3380,/chinese_dynasties/Han_dynasty.txt,What is the modern name for the city of Chang'an?,Xi'an,M
2449,/languages/Bengali_language.txt,Did the colloquial form of Bengali use simplified inflections?,Yes,M
4464,/languages/Portuguese_language.txt,Is Portuguese the second fastest-growing European language?,Yes,M
933,/languages/Bengali_language.txt,Is Bengali and bangla same? ,Yes,M
25,/indian_states/Punjab.txt,From what origin is the name Punjab?,Persian,E
3964,/chinese_dynasties/Xin_dynasty.txt,Was the ruling Liu family unifed after the death of the Emperor Wu of Han?,No ,M
5744,/indian_states/Gujarat.txt,Where is the capital city of Gujarat?,Gandhinagar,M
1038,/languages/French_language.txt,What are the four official languages  of Switzerland?,"French, German, Italian, and Romansh",M
5649,/pokemon_characters/charmander_pokemon.txt,Is Charmander a Water type Pokemon?,No.,M
3749,/chinese_dynasties/Han_dynasty.txt,Was Xin dynasty after Chu-Han contention?,Yes.,H
331,/pokemon_characters/squirtle_pokemon.txt,What color is the shell of Squirtle?,brown-orange,E
2111,/pokemon_characters/mewtwo_pokemon.txt,Does Mewtwo have a pleasant personality?,No,M
5495,/pokemon_characters/magikarp_pokemon.txt,Was an official music video of Magikarp made?,Yes,M
4045,/indian_states/Rajasthan.txt,What region of Rajasthan is the Thar desert in?,northwest,H
3228,/languages/Indonesian_language.txt,Has modern Malaysian been influenced by English?,yes,E
6573,/indian_states/Gujarat.txt,Did Pushyagupta build a dam on the Sudarshan lake?,Yes,E
1416,/indian_states/Kerala.txt,Is Kerala a state on the Malabar Coast of India?,yes,E
1377,/constellations/aries_constellation.txt,Whose daughter was Hellespont named after?,King Athamas,H
2192,/languages/Urdu_language.txt,Under what conditions can speakers of Urdu and Hindi understand each other easily?,If both sides refrain from using literary vocabulary,M
4629,/indian_states/Maharashtra.txt,Does Maharashtrian cuisine include a variety of dishes ranging from mild to very spicy ones?,Yes,E
328,/pokemon_characters/magikarp_pokemon.txt,"Does Magikarp have any move other than Splash, Tackle, Flail, Pump, and Bounce?",Yes,H
6436,/languages/Bengali_language.txt,What is the most widely spoken language of Bangladesh?,Bengali.,E
5400,/chinese_dynasties/Han_dynasty.txt,After what year did the palace eunuchs involve themselves in the Han dynasty's court politics?,92,E
338,/pokemon_characters/squirtle_pokemon.txt,Who was chasing green in Pokémon Adventures?,Red,H
6623,/constellations/pisces_constellation.txt,Is the September Equinox currently located in Pisces?,No,M
2558,/constellations/cancer_constellation.txt,Was Cancer described as Scarabaeus in the Egyptian records?,Yes,M
649,/constellations/scorpius_constellation.txt,"In Greek mythology of Scorpio, who hunts every winter after Zeus raised the two combatants to the sky?",Orion,H
7010,/languages/English_language.txt,What two forms do possessive nouns occur in?,Dependent and independent,M
6864,/constellations/virgo_constellation.txt,Is Virgo the largest constellation in the zodiac?,Yes,M
5691,/indian_states/Karnataka.txt,Does Karnataka have a very rich set of cultural communities?,Yes.,M
3376,/languages/Spanish_language.txt,What Spanish dialect has the most speakers?,Mexican Spanish,M
2337,/constellations/scorpius_constellation.txt,What do the Javanese people call Scorpius?,"Banyakangrem (""the brooded swan"") or Kalapa Doyong (""leaning coconut tree"")",M
5554,/chinese_dynasties/Northern_Wei.txt,Did Hu Xia flee sucessfully?,No,H
591,/indian_states/Rajasthan.txt,Which part of the Rajasthan is mostly covered with the Thar Desert?,the northwestern portion,H
6714,/languages/Hindi_language.txt,Is Modern Standard Hindi an Indo-Aryan language?,Yes,E
1826,/chinese_dynasties/Jin_dynasty_(266–420).txt,Who was posthumously known as Emporer Wu?,Sima Yan,E
1179,/pokemon_characters/squirtle_pokemon.txt,What other names does Squirtle have? ,Tiny Turtle Pokémon,H
1874,/chinese_dynasties/Xia_dynasty.txt,Why is it impractical to create a musical narrative of the Xia dynasty?,extreme scarcity of surviving instruments and general uncertainty surrounding most of the Xia,H
6918,/indian_states/Uttar_Pradesh.txt,Is raita part of both a typical traditional vegetarian meal of Uttar Pradesh and a typical festival thali?,Yes,H
4078,/indian_states/West_Bengal.txt,Are all adult residents able to vote in West Bengal?,Yes,M
3047,/indian_states/Karnataka.txt,Does Karnataka have a larger GDP or economy?,economy,M
2321,/pokemon_characters/jigglypuff_pokemon.txt,What forms of merchandise has Jigglypuff been featured in?,"figurines, plush toys, and the Pokémon Trading Card Game",E
3866,/indian_states/Meghalaya.txt,How far is the Mawphlang sacred forestfrom Shillong?,25 kilometres,M
2763,/chinese_dynasties/Zhou_dynasty.txt,What are the three major Chinese philosophies of the Zhou dynasty?,"Confucianism, Taoism and Legalism",H
6968,/indian_states/Rajasthan.txt,Are cotton and tobacco grown in Rajasthan?,Yes,M
7078,/chinese_dynasties/Sui_dynasty.txt,Who had anti-Han policies later abolished by the Sui?,Northern Zhou,H
4996,/constellations/aries_constellation.txt,Who wished to kill the children who were rescued by Aries?,Ino.,H
751,/indian_states/Karnataka.txt,"According to the 2011 census of India, how many percent more males than females in Karnataka were literate?",14.72,M
6758,/languages/Russian_language.txt,Did NASA astronauts in Apollo-Soyuz mission take Russian language course?,Yes,M
1936,/languages/German_language.txt,In which Central/Eastern European empire was German the language of commerce and government?,Habsburg,M
4011,/languages/Urdu_language.txt,What does Rekhta originally mean in Persian?,to create a mixture,M
4199,/pokemon_characters/charizard_pokemon.txt,What parts of Charizard's body changes when Gigantamaxed?,"Belly, wings, and tail flame",H
3515,/pokemon_characters/charmander_pokemon.txt,What did the size of a Charmander's tail represent in the Pokemon universe?,Physical health and the emotions,E
6601,/pokemon_characters/squirtle_pokemon.txt,What is Squirtle known as in Japan?,Zenigame,E
6722,/constellations/aries_constellation.txt,What is one of the strongest meteor showers that occurs during the day?,The Daytime Arietid meteor shower,E
4957,/pokemon_characters/mewtwo_pokemon.txt,What is Mewtwo's unique birth method in the games?,It was born.,M
4453,/constellations/gemini_constellation.txt,Do the stars Castor and Pollux appear to be of different colors?,Yes,M
5860,/constellations/sagittarius_constellation.txt,What is the approximate diameter of the Trifid Nebula?,50 light-years,M
1119,/languages/Arabic_language.txt,Which European language has mainly been influenced by the Arabic language?,Spanish,E
1807,/pokemon_characters/pikachu_pokemon.txt,Who was Pikachu designed by?,Atsuko Nishida and Ken Sugimori,E
4138,/constellations/libra_constellation.txt,What is the magnitude of the star Zubeneschamali in the constellation Libra?,2.6,H
6927,/indian_states/Rajasthan.txt,"Is the Thar Desert located in ""the land of kings""?",Yes,H
6558,/indian_states/Madhya_Pradesh.txt,Was Bhopal the first capital of Madhya Pradesh after Indian Independence?,No,H
5960,/languages/German_language.txt,Is German mainly spoken in West Europe?,No,M
262,/languages/Mandarin_language.txt,How many official languages are there in Singapore?,4,M
822,/indian_states/Tamil_Nadu.txt,When was the Sangam period?,500 BCE to 300 CE,E
6398,/chinese_dynasties/Chen_dynasty.txt,Was Ouyang He beheaded after 580?,No,H
4724,/pokemon_characters/mewtwo_pokemon.txt,Does Mewtwo appear in Pokémon Red?,Yes,H
4915,/languages/Portuguese_language.txt,How many total speakers does Portuguese have?,Approximately 274 million.,E
1337,/languages/Spanish_language.txt,Who was the president of the Phillipines in 1973?,Ferdinand Marcos,M
6306,/indian_states/Maharashtra.txt,Mumbai was one of the major trading ports of which company?,The British India Company,M
1972,/indian_states/Karnataka.txt,What port handled 32.04 million tonnes of traffic in the fiscal year 2006-07? ,New Mangalore port,H
6425,/indian_states/Gujarat.txt,Did the ancient city of Dholavira belong to the Indus Valley civilisation?,Yes.,M
3383,/indian_states/Gujarat.txt,Does Gujarat border Madhya Pradesh to the north?,No,M
1216,/pokemon_characters/magikarp_pokemon.txt,What color are the barbels of female Magikarp?,white,M
425,/chinese_dynasties/Shang_dynasty.txt,Which types of weapons were integral to Shang society?,Bronze weapons,E
3653,/chinese_dynasties/Shang_dynasty.txt,Is the mitochondrial DNA from the Shang dynasty is similar to northern or southern Han Chinese DNA?,Northern,H
3637,/constellations/virgo_constellation.txt,The Romans associated Virgo with which of their goddesses?,Ceres,E
588,/indian_states/Rajasthan.txt,Which side of the Aravalli Range is more suitable for farming and watering?,the northwest side,H
6718,/constellations/aries_constellation.txt,Is Aries recognized as an official constellation now?,Yes,E
3167,/constellations/aquarius_constellation.txt,What did the Babylonians associate Aquarius with?,floods,M
6930,/indian_states/Rajasthan.txt,Is Rajasthan bordered by eight other Indian states?,No,M
3229,/languages/Indonesian_language.txt,When did the Dutch East India Company first arrive in Indonesia?,the start of the 1600s,E
1958,/pokemon_characters/mewtwo_pokemon.txt,In September 1999	 what did Nintendo publish that included the CD drama	 Birth of Mewtwo: Pokémon Radio Drama. ,Sound Picture Box Mewtwo,M
5778,/languages/Spanish_language.txt,Some dialecst of Spanish phonemic inventory consists 19 consonant phonemes. ,Yes,H
